subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,9/23/2018,11/19/2017,11/21/2017,YouGov,B,1333,rv,.1537265,0,42,33,46.79832,35.67322,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g5yvmbyxrd/econTabReport.pdf,50501,79706,11/22/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/18/2017,11/22/2017,Ipsos,B+,1194,rv,.0212645,0,41.4,32.7,45.82534,36.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50512,79723,11/23/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/19/2017,11/23/2017,Ipsos,B+,1262,rv,.0224708,0,42,32,46.42534,35.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50511,79722,11/24/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/20/2017,11/24/2017,Ipsos,B+,1320,rv,.0234988,0,41.9,33.4,46.32534,37.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50560,79804,11/25/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/21/2017,11/25/2017,Ipsos,B+,1324,rv,.0235642,0,39.8,35,44.22534,38.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50558,79796,11/26/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/21/2017,11/25/2017,Morning Consult,B-,1994,rv,.1137774,0,42,36,46.49991,38.0313,"","",https://morningconsult.com/wp-content/uploads/2017/11/171112_crosstabs_Politico_v1_AP.pdf,50555,79793,11/26/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/22/2017,11/26/2017,Ipsos,B+,1386,rv,.0246604,0,40.8,33.8,45.22534,37.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50557,79795,11/27/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/23/2017,11/27/2017,Ipsos,B+,1571,rv,.0279436,0,40.9,34.9,45.32534,38.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50556,79794,11/28/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/24/2017,11/28/2017,Ipsos,B+,1594,rv,.0283427,0,40.3,34.9,44.72534,38.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50610,79867,11/29/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/25/2017,11/29/2017,Ipsos,B+,1571,rv,.0279218,0,40.1,33.3,44.52534,37.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50609,79866,11/30/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/26/2017,11/28/2017,YouGov,B,1313,rv,.1518345,0,41,35,45.79832,37.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8hs5rikuhd/econTabReport.pdf,50554,79791,11/29/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/26/2017,11/30/2017,Ipsos,B+,1567,rv,.0278395,0,41.3,33,45.72534,36.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50608,79865,12/1/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/27/2017,12/1/2017,Ipsos,B+,1560,rv,.0277017,0,41.1,34.3,45.52534,38.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50631,79905,12/2/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/28/2017,12/2/2017,Ipsos,B+,1359,rv,.0241197,0,41.2,34.2,45.62534,38.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50630,79904,12/3/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/29/2017,12/3/2017,Ipsos,B+,1303,rv,.0231112,0,40.9,35.9,45.32534,39.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50629,79903,12/4/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/29/2017,12/4/2017,Quinnipiac University,A-,1508,rv,.5769048,0,50,36,47.8154,35.99812,"","",https://poll.qu.edu/images/polling/us/us12052017_ufrt567.pdf/,50627,79893,12/5/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/1/2017,12/3/2017,Morning Consult,B-,1997,rv,.1159128,0,40,38,44.49991,40.0313,"","",https://morningconsult.com/wp-content/uploads/2017/12/171117_crosstabs_POLITICO_v1_AP-1.pdf,50635,79916,12/4/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,11/30/2017,12/4/2017,Ipsos,B+,1276,rv,.0226161,0,41,37.1,45.42534,40.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50628,79902,12/5/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/1/2017,12/5/2017,Ipsos,B+,1258,rv,.0222795,0,40.7,36,45.12534,39.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50651,79942,12/6/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/3/2017,12/5/2017,YouGov,B,1337,rv,.1549637,0,42,36,46.79832,38.67322,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jhdmzhxe6k/econTabReport.pdf,50636,79919,12/6/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/2/2017,12/6/2017,Ipsos,B+,1247,rv,.022069,0,41.2,34.4,45.62534,38.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50650,79941,12/7/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/3/2017,12/7/2017,Ipsos,B+,1234,rv,.0218219,0,41.3,33.5,45.72534,37.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50649,79940,12/8/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/4/2017,12/8/2017,Ipsos,B+,1234,rv,.0218033,0,41.5,33.1,45.92534,36.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50663,79968,12/9/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/4/2017,12/7/2017,Marist College,A,1079,rv,1.257423,0,50,37,50.1308,37.53578,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us171204_KoC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_December%202017.pdf#page=3,50655,79951,12/8/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/5/2017,12/9/2017,Ipsos,B+,1206,rv,.0212893,0,42.4,32.3,46.82534,36.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50662,79967,12/10/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/6/2017,12/10/2017,Ipsos,B+,1157,rv,.0204047,0,41.8,32.2,46.22534,36.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50661,79966,12/11/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/6/2017,12/11/2017,Quinnipiac University,A-,1211,rv,.4559205,0,49,37,46.8154,36.99812,"","",https://poll.qu.edu/images/polling/us/us12132017_upil22.pdf/,50658,79979,12/12/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/7/2017,12/11/2017,Ipsos,B+,1175,rv,.0207025,0,41,34.1,45.42534,37.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50660,79965,12/12/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/8/2017,12/11/2017,Morning Consult,B-,1955,rv,.1149139,0,41,36,45.49991,38.0313,"","",https://www.politico.com/f/?id=00000160-4b8b-d2ac-a1f2-fbff7cee0001,50657,79981,12/12/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/8/2017,12/12/2017,Ipsos,B+,1185,rv,.020858,0,42.5,33.1,46.92534,36.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50697,80021,12/13/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/10/2017,12/12/2017,YouGov,B,1328,rv,.1542711,0,44,36,48.79832,38.67322,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gptk5yjub1/econTabReport.pdf,50667,79980,12/13/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/9/2017,12/13/2017,Ipsos,B+,1513,rv,.0266056,0,42.4,32.5,46.82534,36.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50696,80020,12/14/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/10/2017,12/12/2017,Monmouth University,A+,702,rv,1.456531,0,51,36,50.09023,35.00396,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_121317/,50666,79976,12/13/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/10/2017,12/14/2017,Ipsos,B+,1889,rv,.0331849,0,42.3,33.3,46.72534,37.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50695,80019,12/15/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/11/2017,12/12/2017,Public Policy Polling,B,862,rv,.6752141,0,51,40,49.9636,39.83066,"","",https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf,50689,80008,12/13/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/11/2017,12/15/2017,Ipsos,B+,2100,rv,.0368585,0,42.2,33.4,46.62534,37.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50714,80052,12/16/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/13/2017,12/15/2017,NBC News/Wall Street Journal,A-,736,rv,.7638832,0,50,39,48.8559,37.66911,"","",http://msnbcmedia.msn.com/i/MSNBC/Sections/17505%20NBCWSJ%20December%20Poll%20(12-17-17%20Release).pdf,50700,80028,12/16/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/12/2017,12/16/2017,Ipsos,B+,2188,rv,.0383713,0,43.2,31.8,47.62534,35.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50713,80051,12/17/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/13/2017,12/17/2017,Ipsos,B+,2204,rv,.0386233,0,43.3,32,47.72534,35.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50712,80050,12/18/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/13/2017,12/16/2017,OH Predictive Insights / MBQF,C+,1004,lv,1.102861,0,47.5,37.8,47.42469,38.15858,"","",http://createsend.com/t/i-00D7F4F3E193DB052540EF23F30FEDED,50719,80066,12/17/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/14/2017,12/18/2017,Ipsos,B+,2291,rv,.0401213,0,44.6,32.5,49.02534,36.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50711,80049,12/19/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/14/2017,12/17/2017,Public Opinion Strategies,B,800,rv,1.190068,0,49,37,48.37561,37.63775,"","",http://www.washingtonexaminer.com/republican-poll-shows-political-challenges-possible-benefits-of-passing-tax-bill/article/2643873,50705,80033,12/18/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/13/2017,12/18/2017,Quinnipiac University,A-,1230,rv,.4581009,0,52,37,49.8154,36.99812,"","",https://poll.qu.edu/images/polling/us/us12192017_ut17754.pdf/,50708,80038,12/19/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/14/2017,12/18/2017,Morning Consult,B-,1991,rv,.1181188,0,44,34,48.49991,36.0313,"","",https://morningconsult.com/wp-content/uploads/2017/12/171209_crosstabs_POLITICO_v1_AP-1.pdf,50710,80067,12/19/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/14/2017,12/17/2017,CNN/SSRS,A-,898,rv,.7676311,0,56,38,53.51153,36.62517,"","",http://cdn.cnn.com/cnn/2017/images/12/20/rel12b.-.2018.pdf,50707,80059,12/18/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/14/2017,12/18/2017,McLaughlin & Associates,C-,1000,lv,.259469,0,45,44,47.27081,41.39692,"","",http://mclaughlinonline.com/2017/12/20/december-national-survey-results/,50718,80064,12/19/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/15/2017,12/19/2017,Ipsos,B+,1937,rv,.033905,0,46.1,31.7,50.52534,35.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50730,80079,12/20/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/17/2017,12/19/2017,YouGov,B,1280,rv,.1490784,0,44,35,48.79832,37.67322,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d4v1jp5sni/econTabReport.pdf,50717,80065,12/20/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/16/2017,12/20/2017,Ipsos,B+,1793,rv,.0313707,0,46.8,32.3,51.22534,36.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50729,80078,12/21/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/17/2017,12/21/2017,Ipsos,B+,1727,rv,.0302036,0,46.8,32.7,51.22534,36.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50728,80077,12/22/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/18/2017,12/22/2017,Ipsos,B+,1753,rv,.0306471,0,47.2,32,51.62534,35.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50735,80101,12/23/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/19/2017,12/23/2017,Ipsos,B+,1339,rv,.0234007,0,46.5,31,50.92534,34.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50734,80100,12/24/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/20/2017,12/24/2017,Ipsos,B+,1240,rv,.0216618,0,45.1,31.1,49.52534,34.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50733,80099,12/25/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/21/2017,12/25/2017,Ipsos,B+,1208,rv,.0210954,0,46,30.8,50.42534,34.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50732,80098,12/26/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/22/2017,12/26/2017,Ipsos,B+,1218,rv,.0212628,0,45.7,30.7,50.12534,34.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50746,80118,12/27/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/23/2017,12/27/2017,Ipsos,B+,1212,rv,.0211505,0,45.1,30.3,49.52534,34.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50745,80117,12/28/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/24/2017,12/26/2017,YouGov,B,1236,rv,.1442691,0,44,36,48.79832,38.67322,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h41dwa7h84/econTabReport.pdf,50738,80110,12/27/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/24/2017,12/28/2017,Ipsos,B+,1252,rv,.0218406,0,44.8,31.4,49.22534,35.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50744,80116,12/29/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/25/2017,12/29/2017,Ipsos,B+,1517,rv,.0264537,0,45.3,33,49.72534,36.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50750,80131,12/30/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/26/2017,12/30/2017,Ipsos,B+,1558,rv,.0271603,0,44.7,32.9,49.12534,36.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50749,80130,12/31/2017,13:20:19 23 Sep 2018
All polls,9/23/2018,12/27/2017,12/31/2017,Ipsos,B+,1506,rv,.0524962,0,43.3,34.6,47.72534,38.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50760,80152,1/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,12/15/2017,1/15/2018,USC Dornsife/LA Times,C,3569,a,1.447865,0,51,40,49.32779,39.43285,"","",https://drive.google.com/file/d/1jwjRYzdaV4dNIjclxCA45RZlKcbZ0UF_/view,50818,80302,1/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,12/29/2017,1/2/2018,Ipsos,B+,508,rv,.0088523,0,41,33.9,45.42534,37.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50759,80151,1/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,12/31/2017,1/2/2018,YouGov,B,1273,rv,.1489303,0,42,36,46.79832,38.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fzbo62v6dm/econTabReport.pdf,50752,80143,1/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,12/30/2017,1/3/2018,Ipsos,B+,786,rv,.0136937,0,39.6,35.2,44.02534,39.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50758,80150,1/4/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,12/31/2017,1/4/2018,Ipsos,B+,1055,rv,.0183742,0,41.1,34.4,45.52534,38.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50757,80149,1/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/1/2018,1/5/2018,Ipsos,B+,1355,rv,.02359,0,41.2,34.6,45.62534,38.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50779,80199,1/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/2/2018,1/6/2018,Ipsos,B+,1383,rv,.0240666,0,42.2,34.9,46.62534,38.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50778,80198,1/7/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/3/2018,1/7/2018,Ipsos,B+,1336,rv,.0232403,0,42.1,34.2,46.52534,38.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50777,80197,1/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/4/2018,1/5/2018,Morning Consult,B-,1988,rv,.1195639,0,44,36,48.49991,38.0313,"","",https://morningconsult.com/wp-content/uploads/2018/01/180102_crosstabs_POLITICO_v1_AP-2.pdf,50770,80176,1/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/4/2018,1/8/2018,Ipsos,B+,1345,rv,.0233867,0,43.9,33.5,48.32534,37.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50776,80196,1/9/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/5/2018,1/9/2018,Quinnipiac University,A-,1106,rv,.400878,0,52,35,49.8154,34.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2512,50782,80209,1/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/5/2018,1/9/2018,Ipsos,B+,1369,rv,.0237937,0,43.1,34.8,47.52534,38.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50793,80219,1/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/5/2018,1/11/2018,McLaughlin & Associates,C-,1000,lv,.2557059,0,45,42,47.27081,39.39692,"","",http://mclaughlinonline.com/2018/01/15/monthly-national-survey-results-january/,50796,80232,1/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/6/2018,1/10/2018,Ipsos,B+,1320,rv,.0229321,0,43,34.7,47.42534,38.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50792,80218,1/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/7/2018,1/11/2018,Ipsos,B+,1324,rv,.022992,0,43.3,33.4,47.72534,37.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50791,80217,1/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/6/2018,1/11/2018,Greenberg Quinlan Rosner,B-,720,lv,.6264154,0,48,40,47.02532,39.02739,"","",http://www.democracycorps.com/attachments/article/1079/Dcorp%20National%20Phone%20Pre-Test%20011118%20FQ_for%20release.pdf,50843,80346,1/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/8/2018,1/10/2018,Marist College,A,1092,rv,1.220187,0,46,40,46.1308,40.53578,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180108_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_January%202018.pdf#page=3,50810,80263,1/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/8/2018,1/9/2018,YouGov,B,1312,rv,.1539319,0,44,37,48.79832,39.67322,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wtt95as3fo/econTabReport.pdf,50781,80205,1/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/8/2018,1/11/2018,Emerson College,B+,600,rv,1.059208,0,45.2,40.3,44.51686,39.35624,"","",http://www.emerson.edu/communication-studies/emerson-college-polling-society/latest-polls,50787,80216,1/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/8/2018,1/12/2018,Ipsos,B+,1409,rv,.0244594,0,42.6,36.1,47.02534,39.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50803,80247,1/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/9/2018,1/13/2018,Ipsos,B+,1354,rv,.0234985,0,40.9,35.9,45.32534,39.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50802,80246,1/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/10/2018,1/14/2018,Ipsos,B+,1253,rv,.0217405,0,41,35.2,45.42534,39.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50801,80245,1/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/10/2018,1/15/2018,Pew Research Center,B-,1215,rv,.5534871,0,53,39,52.81207,38.74094,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/01/18151440/1-18-2018-Political-report-topline-for-release-FOR-STITCH.pdf,50812,80267,1/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/11/2018,1/15/2018,Ipsos,B+,1299,rv,.0225343,0,41.1,35.1,45.52534,38.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50800,80244,1/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/12/2018,1/16/2018,Ipsos,B+,1309,rv,.0227036,0,40.3,37,44.72534,40.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50822,80284,1/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/11/2018,1/16/2018,Morning Consult,B-,1993,rv,.1196739,0,41,38,45.49991,40.0313,"","",https://morningconsult.com/wp-content/uploads/2018/01/180108_crosstabs_POLITICO_v1_AP-1.pdf,50805,80254,1/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/12/2018,1/15/2018,Zogby Interactive/JZ Analytics,C,847,lv,.8617204,0,44,34,46.97493,36.39018,"","",https://www.zogbyanalytics.com/news/849-the-zogby-poll-since-january-democrats-are-losing-support-in-the-congressional-generic-democrats-lose-big-among-millennials-and-african-americans-voters-remain-steady-in-their-support-for-republicans,50798,82757,1/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/12/2018,1/16/2018,Quinnipiac University,A-,1212,rv,.4378512,0,50,39,47.8154,38.99812,"","",https://poll.qu.edu/images/polling/us/us01182018_udfn34.pdf/,50807,80265,1/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/14/2018,1/16/2018,YouGov,B,1309,rv,.1541209,0,42,36,46.79832,38.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gcv50vr08k/econTabReport.pdf,50806,80257,1/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/13/2018,1/17/2018,NBC News/Wall Street Journal,A-,765,rv,.8023486,0,49,43,47.8559,41.66911,"","",https://www.scribd.com/document/369546604/18033-NBCWSJ-January-Poll-1-19-18-Release,50816,80296,1/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/13/2018,1/17/2018,Ipsos,B+,1258,rv,.0218154,0,40.3,35.2,44.72534,39.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50821,80283,1/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/14/2018,1/18/2018,CNN/SSRS,A-,913,rv,.776992,0,49,44,46.51153,42.62517,"","",http://cdn.cnn.com/cnn/2018/images/01/21/democrats.2018.poll.cnn.pdf,50823,80293,1/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/14/2018,1/18/2018,Ipsos,B+,1261,rv,.0218648,0,41.5,35.6,45.92534,39.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50820,80282,1/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/15/2018,1/18/2018,ABC News/Washington Post,A+,515,lv,1.017469,0,54,40,52.73676,39.93568,"","",http://www.langerresearch.com/wp-content/uploads/1194a32018Midterms.pdf,50826,80328,1/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/15/2018,1/19/2018,Ipsos,B+,1318,rv,.0228522,0,40.9,35.7,45.32534,39.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50837,80310,1/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/16/2018,1/20/2018,Ipsos,B+,1776,rv,.0307928,0,41.5,35.1,45.92534,38.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50836,80309,1/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/17/2018,1/21/2018,Ipsos,B+,2175,rv,.0377142,0,41.2,34.8,45.62534,38.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50835,80308,1/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/18/2018,1/20/2018,Morning Consult,B-,1994,rv,.1198511,0,42,37,46.49991,39.0313,"","",https://morningconsult.com/wp-content/uploads/2018/01/180111_crosstabs_POLITICO_STANDARD_v1_DK-1.pdf,50870,80406,1/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/18/2018,1/22/2018,Ipsos,B+,2360,rv,.0409295,0,41.4,35.1,45.82534,38.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50834,80307,1/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/20/2018,1/21/2018,Morning Consult,B-,1997,rv,.120275,0,43,37,47.49991,39.0313,"","",https://www.politico.com/f/?id=00000161-1fa8-d52c-abe3-7feac7e60002,50831,80304,1/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/19/2018,1/23/2018,Ipsos,B+,2442,rv,.0423624,0,42.1,35.3,46.52534,39.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50851,80356,1/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/19/2018,1/23/2018,Quinnipiac University,A-,1245,rv,.4522237,0,51,38,48.8154,37.99812,"","",https://poll.qu.edu/images/polling/us/us01242018_ufks28.pdf/,50840,80327,1/24/2018,13:20:19 23 Sep 2018
